scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes
gq,3072,128,SKGen,0,137,3560300,395
gq,3072,128,PKRecon,0,137,3565400,395
gq,3072,128,iCertGen,0,138,5603900,395
gq,3072,128,SKGen,0,138,3575200,395
gq,3072,128,PKRecon,0,138,3577100,395
gq,3072,128,iCertGen,0,139,5862600,395
gq,3072,128,SKGen,0,139,3833600,395
gq,3072,128,PKRecon,0,139,3841500,395
gq,3072,128,iCertGen,0,140,5787300,395
gq,3072,128,SKGen,0,140,3748500,395
gq,3072,128,PKRecon,0,140,3800100,395
gq,3072,128,iCertGen,0,141,5695400,395
gq,3072,128,SKGen,0,141,3899800,395
gq,3072,128,PKRecon,0,141,3727100,395
gq,3072,128,iCertGen,0,142,5409800,395
gq,3072,128,SKGen,0,142,3429500,395
gq,3072,128,PKRecon,0,142,3428100,395
gq,3072,128,iCertGen,0,143,5592400,395
gq,3072,128,SKGen,0,143,3586300,395
gq,3072,128,PKRecon,0,143,3577200,395
gq,3072,128,iCertGen,0,144,5631100,395
gq,3072,128,SKGen,0,144,3632400,395
gq,3072,128,PKRecon,0,144,3640600,395
gq,3072,128,iCertGen,0,145,5697700,395
gq,3072,128,SKGen,0,145,3683200,395
gq,3072,128,PKRecon,0,145,3698400,395
gq,3072,128,iCertGen,0,146,5536800,395
gq,3072,128,SKGen,0,146,3497500,395
gq,3072,128,PKRecon,0,146,3510000,395
gq,3072,128,iCertGen,0,147,5706700,395
gq,3072,128,SKGen,0,147,3643700,395
gq,3072,128,PKRecon,0,147,3643600,395
gq,3072,128,iCertGen,0,148,5651300,395
gq,3072,128,SKGen,0,148,3467800,395
gq,3072,128,PKRecon,0,148,3477100,395
gq,3072,128,iCertGen,0,149,5696300,395
gq,3072,128,SKGen,0,149,3694900,395
gq,3072,128,PKRecon,0,149,3703400,395
gq,3072,128,iCertGen,0,150,5738700,395
gq,3072,128,SKGen,0,150,3761500,395
gq,3072,128,PKRecon,0,150,3764900,395
gq,3072,128,iCertGen,0,151,5665900,395
gq,3072,128,SKGen,0,151,3636600,395
gq,3072,128,PKRecon,0,151,3671000,395
gq,3072,128,iCertGen,0,152,5790600,395
gq,3072,128,SKGen,0,152,3717300,395
gq,3072,128,PKRecon,0,152,3727500,395
gq,3072,128,iCertGen,0,153,5772700,395
gq,3072,128,SKGen,0,153,3645300,395
gq,3072,128,PKRecon,0,153,3656100,395
gq,3072,128,iCertGen,0,154,5694100,395
gq,3072,128,SKGen,0,154,3633400,395
gq,3072,128,PKRecon,0,154,3632600,395
gq,3072,128,iCertGen,0,155,5582900,395
gq,3072,128,SKGen,0,155,3715800,395
