scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
schnorr,2048,128,PKRecon,0,95,5307600,44,33,32
schnorr,2048,128,Setup,0,96,497400,0,33,32
schnorr,2048,128,iCertGen,0,96,1186800,44,33,32
schnorr,2048,128,SKGen,0,96,54300,44,33,32
schnorr,2048,128,PKRecon,0,96,5138400,44,33,32
schnorr,2048,128,Setup,0,97,541600,0,33,32
schnorr,2048,128,iCertGen,0,97,1235000,44,33,32
schnorr,2048,128,SKGen,0,97,57700,44,33,32
schnorr,2048,128,PKRecon,0,97,5314900,44,33,32
schnorr,2048,128,Setup,0,98,549100,0,33,32
schnorr,2048,128,iCertGen,0,98,1243700,44,33,32
schnorr,2048,128,SKGen,0,98,54300,44,33,32
