scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
bls,2048,128,PKRecon,0,67,37923600,59,48,32
bls,2048,128,Setup,0,68,10416600,0,48,32
bls,2048,128,iCertGen,0,68,20164700,59,48,32
bls,2048,128,SKGen,0,68,58500,59,48,32
bls,2048,128,PKRecon,0,68,38484300,59,48,32
bls,2048,128,Setup,0,69,10097500,0,48,32
bls,2048,128,iCertGen,0,69,20323100,59,48,32
bls,2048,128,SKGen,0,69,60700,59,48,32
bls,2048,128,PKRecon,0,69,38789600,59,48,32
bls,2048,128,Setup,0,70,9434400,0,48,32
bls,2048,128,iCertGen,0,70,19648500,59,48,32
bls,2048,128,SKGen,0,70,52500,59,48,32
bls,2048,128,PKRecon,0,70,35723600,59,48,32
bls,2048,128,Setup,0,71,10095200,0,48,32
bls,2048,128,iCertGen,0,71,19712300,59,48,32
bls,2048,128,SKGen,0,71,56400,59,48,32
bls,2048,128,PKRecon,0,71,37736800,59,48,32
bls,2048,128,Setup,0,72,11776500,0,48,32
bls,2048,128,iCertGen,0,72,21255900,59,48,32
bls,2048,128,SKGen,0,72,58400,59,48,32
bls,2048,128,PKRecon,0,72,40906300,59,48,32
bls,2048,128,Setup,0,73,9534900,0,48,32
bls,2048,128,iCertGen,0,73,20156300,59,48,32
bls,2048,128,SKGen,0,73,58500,59,48,32
bls,2048,128,PKRecon,0,73,40404800,59,48,32
bls,2048,128,Setup,0,74,9945200,0,48,32
bls,2048,128,iCertGen,0,74,20563400,59,48,32
bls,2048,128,SKGen,0,74,57700,59,48,32
bls,2048,128,PKRecon,0,74,39950400,59,48,32
bls,2048,128,Setup,0,75,10265300,0,48,32
bls,2048,128,iCertGen,0,75,20136000,59,48,32
bls,2048,128,SKGen,0,75,57600,59,48,32
bls,2048,128,PKRecon,0,75,38661100,59,48,32
bls,2048,128,Setup,0,76,9560400,0,48,32
bls,2048,128,iCertGen,0,76,20770900,59,48,32
bls,2048,128,SKGen,0,76,65800,59,48,32
bls,2048,128,PKRecon,0,76,41234900,59,48,32
bls,2048,128,Setup,0,77,9904000,0,48,32
bls,2048,128,iCertGen,0,77,20266700,59,48,32
bls,2048,128,SKGen,0,77,59000,59,48,32
bls,2048,128,PKRecon,0,77,40715500,59,48,32
bls,2048,128,Setup,0,78,10287000,0,48,32
bls,2048,128,iCertGen,0,78,19936500,59,48,32
bls,2048,128,SKGen,0,78,57500,59,48,32
bls,2048,128,PKRecon,0,78,38419500,59,48,32
bls,2048,128,Setup,0,79,9917600,0,48,32
bls,2048,128,iCertGen,0,79,21014000,59,48,32
bls,2048,128,SKGen,0,79,59300,59,48,32
bls,2048,128,PKRecon,0,79,40084400,59,48,32
bls,2048,128,Setup,0,80,9879400,0,48,32
bls,2048,128,iCertGen,0,80,20295300,59,48,32
bls,2048,128,SKGen,0,80,56900,59,48,32
bls,2048,128,PKRecon,0,80,37514100,59,48,32
bls,2048,128,Setup,0,81,9424700,0,48,32
bls,2048,128,iCertGen,0,81,19391300,59,48,32
bls,2048,128,SKGen,0,81,49600,59,48,32
bls,2048,128,PKRecon,0,81,34143500,59,48,32
bls,2048,128,Setup,0,82,9647800,0,48,32
bls,2048,128,iCertGen,0,82,18885400,59,48,32
bls,2048,128,SKGen,0,82,54900,59,48,32
bls,2048,128,PKRecon,0,82,37017600,59,48,32
bls,2048,128,Setup,0,83,9660300,0,48,32
bls,2048,128,iCertGen,0,83,19328800,59,48,32
bls,2048,128,SKGen,0,83,69700,59,48,32
bls,2048,128,PKRecon,0,83,40815800,59,48,32
bls,2048,128,Setup,0,84,10310200,0,48,32
bls,2048,128,iCertGen,0,84,20612400,59,48,32
bls,2048,128,SKGen,0,84,57400,59,48,32
bls,2048,128,PKRecon,0,84,37775300,59,48,32
bls,2048,128,Setup,0,85,10638800,0,48,32
bls,2048,128,iCertGen,0,85,20327700,59,48,32
bls,2048,128,SKGen,0,85,58400,59,48,32
bls,2048,128,PKRecon,0,85,40412900,59,48,32
bls,2048,128,Setup,0,86,10319300,0,48,32
bls,2048,128,iCertGen,0,86,20727100,59,48,32
bls,2048,128,SKGen,0,86,57000,59,48,32
bls,2048,128,PKRecon,0,86,37349300,59,48,32
bls,2048,128,Setup,0,87,10413400,0,48,32
bls,2048,128,iCertGen,0,87,20136900,59,48,32
bls,2048,128,SKGen,0,87,59200,59,48,32
bls,2048,128,PKRecon,0,87,40506900,59,48,32
bls,2048,128,Setup,0,88,9943500,0,48,32
bls,2048,128,iCertGen,0,88,20311100,59,48,32
bls,2048,128,SKGen,0,88,58000,59,48,32
bls,2048,128,PKRecon,0,88,38178500,59,48,32
bls,2048,128,Setup,0,89,9805400,0,48,32
bls,2048,128,iCertGen,0,89,27407700,59,48,32
bls,2048,128,SKGen,0,89,58800,59,48,32
bls,2048,128,PKRecon,0,89,38312900,59,48,32
bls,2048,128,Setup,0,90,10061300,0,48,32
bls,2048,128,iCertGen,0,90,20577900,59,48,32
bls,2048,128,SKGen,0,90,57500,59,48,32
bls,2048,128,PKRecon,0,90,38764400,59,48,32
bls,2048,128,Setup,0,91,10412300,0,48,32
bls,2048,128,iCertGen,0,91,20635900,59,48,32
bls,2048,128,SKGen,0,91,58800,59,48,32
bls,2048,128,PKRecon,0,91,38271700,59,48,32
bls,2048,128,Setup,0,92,10213000,0,48,32
bls,2048,128,iCertGen,0,92,20354600,59,48,32
bls,2048,128,SKGen,0,92,58600,59,48,32
bls,2048,128,PKRecon,0,92,39903900,59,48,32
bls,2048,128,Setup,0,93,10323100,0,48,32
bls,2048,128,iCertGen,0,93,20122700,59,48,32
bls,2048,128,SKGen,0,93,58200,59,48,32
bls,2048,128,PKRecon,0,93,38613200,59,48,32
bls,2048,128,Setup,0,94,10105800,0,48,32
bls,2048,128,iCertGen,0,94,20634000,59,48,32
bls,2048,128,SKGen,0,94,58100,59,48,32
bls,2048,128,PKRecon,0,94,38216400,59,48,32
bls,2048,128,Setup,0,95,10226800,0,48,32
bls,2048,128,iCertGen,0,95,20785900,59,48,32
bls,2048,128,SKGen,0,95,62000,59,48,32
bls,2048,128,PKRecon,0,95,37582800,59,48,32
bls,2048,128,Setup,0,96,9868900,0,48,32
bls,2048,128,iCertGen,0,96,20764900,59,48,32
bls,2048,128,SKGen,0,96,60200,59,48,32
bls,2048,128,PKRecon,0,96,39969900,59,48,32
bls,2048,128,Setup,0,97,10416900,0,48,32
bls,2048,128,iCertGen,0,97,20628700,59,48,32
bls,2048,128,SKGen,0,97,59100,59,48,32
bls,2048,128,PKRecon,0,97,38290400,59,48,32
bls,2048,128,Setup,0,98,9588200,0,48,32
bls,2048,128,iCertGen,0,98,19027800,59,48,32
bls,2048,128,SKGen,0,98,55200,59,48,32
bls,2048,128,PKRecon,0,98,35571100,59,48,32
bls,2048,128,Setup,0,99,9799800,0,48,32
bls,2048,128,iCertGen,0,99,19332300,59,48,32
bls,2048,128,SKGen,0,99,52800,59,48,32
bls,2048,128,PKRecon,0,99,42560600,59,48,32
bls,2048,128,Setup,0,100,10973700,0,48,32
bls,2048,128,iCertGen,0,100,20741000,59,48,32
bls,2048,128,SKGen,0,100,59100,59,48,32
bls,2048,128,PKRecon,0,100,38801900,59,48,32
bls,2048,128,Setup,0,101,9871000,0,48,32
bls,2048,128,iCertGen,0,101,20613300,59,48,32
bls,2048,128,SKGen,0,101,55100,59,48,32
bls,2048,128,PKRecon,0,101,35730900,59,48,32
bls,2048,128,Setup,0,102,10110000,0,48,32
bls,2048,128,iCertGen,0,102,19984900,59,48,32
