scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes,pk_len_bytes,sk_len_bytes
gq,3072,128,iCertGen,0,36,5595100,395,384,384
gq,3072,128,SKGen,0,36,3594400,395,384,384
gq,3072,128,PKRecon,0,36,3597400,395,384,384
gq,3072,128,Setup,0,37,992200,0,384,384
gq,3072,128,iCertGen,0,37,5571500,395,384,384
gq,3072,128,SKGen,0,37,3575500,395,384,384
gq,3072,128,PKRecon,0,37,3606900,395,384,384
gq,3072,128,Setup,0,38,981000,0,384,384
gq,3072,128,iCertGen,0,38,5363100,395,384,384
gq,3072,128,SKGen,0,38,3360200,395,384,384
gq,3072,128,PKRecon,0,38,3372400,395,384,384
gq,3072,128,Setup,0,39,996200,0,384,384
gq,3072,128,iCertGen,0,39,5699400,395,384,384
gq,3072,128,SKGen,0,39,3686400,395,384,384
gq,3072,128,PKRecon,0,39,3683000,395,384,384
gq,3072,128,Setup,0,40,968800,0,384,384
gq,3072,128,iCertGen,0,40,5742800,395,384,384
gq,3072,128,SKGen,0,40,3715200,395,384,384
gq,3072,128,PKRecon,0,40,3726400,395,384,384
gq,3072,128,Setup,0,41,984600,0,384,384
gq,3072,128,iCertGen,0,41,6311000,395,384,384
gq,3072,128,SKGen,0,41,3681200,395,384,384
gq,3072,128,PKRecon,0,41,3584700,395,384,384
gq,3072,128,Setup,0,42,1495800,0,384,384
gq,3072,128,iCertGen,0,42,6605200,395,384,384
gq,3072,128,SKGen,0,42,3686800,395,384,384
gq,3072,128,PKRecon,0,42,3753600,395,384,384
gq,3072,128,Setup,0,43,1069600,0,384,384
gq,3072,128,iCertGen,0,43,5988400,395,384,384
gq,3072,128,SKGen,0,43,4012200,395,384,384
gq,3072,128,PKRecon,0,43,3806700,395,384,384
gq,3072,128,Setup,0,44,1343300,0,384,384
gq,3072,128,iCertGen,0,44,5816100,395,384,384
gq,3072,128,SKGen,0,44,3729400,395,384,384
gq,3072,128,PKRecon,0,44,3770200,395,384,384
gq,3072,128,Setup,0,45,1002700,0,384,384
gq,3072,128,iCertGen,0,45,5598200,395,384,384
gq,3072,128,SKGen,0,45,3653700,395,384,384
gq,3072,128,PKRecon,0,45,3653000,395,384,384
gq,3072,128,Setup,0,46,1001600,0,384,384
gq,3072,128,iCertGen,0,46,5600700,395,384,384
gq,3072,128,SKGen,0,46,3628300,395,384,384
gq,3072,128,PKRecon,0,46,3630600,395,384,384
gq,3072,128,Setup,0,47,979900,0,384,384
gq,3072,128,iCertGen,0,47,5617300,395,384,384
gq,3072,128,SKGen,0,47,3576000,395,384,384
gq,3072,128,PKRecon,0,47,3582400,395,384,384
gq,3072,128,Setup,0,48,991700,0,384,384
gq,3072,128,iCertGen,0,48,5559600,395,384,384
gq,3072,128,SKGen,0,48,3575300,395,384,384
gq,3072,128,PKRecon,0,48,3564800,395,384,384
gq,3072,128,Setup,0,49,999000,0,384,384
gq,3072,128,iCertGen,0,49,5590400,395,384,384
gq,3072,128,SKGen,0,49,3615900,395,384,384
gq,3072,128,PKRecon,0,49,3618700,395,384,384
gq,3072,128,Setup,0,50,984700,0,384,384
gq,3072,128,iCertGen,0,50,5777800,395,384,384
gq,3072,128,SKGen,0,50,3806900,395,384,384
gq,3072,128,PKRecon,0,50,3801400,395,384,384
