scheme,bits,lam,op,warmup,rep,elapsed_ns,icert_len_bytes
bls,2048,128,iCertGen,0,76,21283400,59
bls,2048,128,SKGen,0,76,61300,59
bls,2048,128,PKRecon,0,76,38865600,59
bls,2048,128,iCertGen,0,77,20693600,59
bls,2048,128,SKGen,0,77,57400,59
bls,2048,128,PKRecon,0,77,38054600,59
bls,2048,128,iCertGen,0,78,26258300,59
bls,2048,128,SKGen,0,78,78400,59
bls,2048,128,PKRecon,0,78,48779800,59
bls,2048,128,iCertGen,0,79,19349300,59
bls,2048,128,SKGen,0,79,57900,59
bls,2048,128,PKRecon,0,79,37409000,59
bls,2048,128,iCertGen,0,80,19941100,59
bls,2048,128,SKGen,0,80,59300,59
bls,2048,128,PKRecon,0,80,37294000,59
bls,2048,128,iCertGen,0,81,20473600,59
bls,2048,128,SKGen,0,81,56900,59
bls,2048,128,PKRecon,0,81,37477700,59
bls,2048,128,iCertGen,0,82,20946300,59
bls,2048,128,SKGen,0,82,54700,59
bls,2048,128,PKRecon,0,82,35664000,59
bls,2048,128,iCertGen,0,83,20125200,59
bls,2048,128,SKGen,0,83,58500,59
bls,2048,128,PKRecon,0,83,39838500,59
bls,2048,128,iCertGen,0,84,19867300,59
bls,2048,128,SKGen,0,84,58000,59
bls,2048,128,PKRecon,0,84,37492700,59
bls,2048,128,iCertGen,0,85,20306100,59
bls,2048,128,SKGen,0,85,56300,59
bls,2048,128,PKRecon,0,85,37699800,59
bls,2048,128,iCertGen,0,86,19502700,59
bls,2048,128,SKGen,0,86,55300,59
bls,2048,128,PKRecon,0,86,37674000,59
bls,2048,128,iCertGen,0,87,19226800,59
bls,2048,128,SKGen,0,87,55600,59
bls,2048,128,PKRecon,0,87,36317500,59
bls,2048,128,iCertGen,0,88,19485300,59
bls,2048,128,SKGen,0,88,56300,59
bls,2048,128,PKRecon,0,88,37402700,59
bls,2048,128,iCertGen,0,89,26531600,59
bls,2048,128,SKGen,0,89,59100,59
bls,2048,128,PKRecon,0,89,38305500,59
bls,2048,128,iCertGen,0,90,19065500,59
bls,2048,128,SKGen,0,90,57800,59
bls,2048,128,PKRecon,0,90,38331400,59
bls,2048,128,iCertGen,0,91,19786000,59
bls,2048,128,SKGen,0,91,57400,59
bls,2048,128,PKRecon,0,91,37267400,59
bls,2048,128,iCertGen,0,92,19364300,59
bls,2048,128,SKGen,0,92,52000,59
bls,2048,128,PKRecon,0,92,36192900,59
bls,2048,128,iCertGen,0,93,19949400,59
bls,2048,128,SKGen,0,93,56100,59
bls,2048,128,PKRecon,0,93,36584400,59
bls,2048,128,iCertGen,0,94,19359700,59
bls,2048,128,SKGen,0,94,56900,59
bls,2048,128,PKRecon,0,94,34906700,59
bls,2048,128,iCertGen,0,95,19790700,59
bls,2048,128,SKGen,0,95,59000,59
bls,2048,128,PKRecon,0,95,37189400,59
bls,2048,128,iCertGen,0,96,20229000,59
bls,2048,128,SKGen,0,96,54600,59
bls,2048,128,PKRecon,0,96,35799100,59
bls,2048,128,iCertGen,0,97,20110700,59
bls,2048,128,SKGen,0,97,62100,59
bls,2048,128,PKRecon,0,97,37461300,59
bls,2048,128,iCertGen,0,98,19272000,59
bls,2048,128,SKGen,0,98,60400,59
bls,2048,128,PKRecon,0,98,39543000,59
bls,2048,128,iCertGen,0,99,19051400,59
bls,2048,128,SKGen,0,99,57200,59
bls,2048,128,PKRecon,0,99,36626400,59
bls,2048,128,iCertGen,0,100,19127300,59
bls,2048,128,SKGen,0,100,55700,59
bls,2048,128,PKRecon,0,100,37597500,59
bls,2048,128,iCertGen,0,101,20618200,59
bls,2048,128,SKGen,0,101,67400,59
bls,2048,128,PKRecon,0,101,37635200,59
bls,2048,128,iCertGen,0,102,19353900,59
bls,2048,128,SKGen,0,102,55100,59
bls,2048,128,PKRecon,0,102,36168000,59
bls,2048,128,iCertGen,0,103,19744700,59
bls,2048,128,SKGen,0,103,58900,59
bls,2048,128,PKRecon,0,103,37451500,59
bls,2048,128,iCertGen,0,104,19853600,59
bls,2048,128,SKGen,0,104,55700,59
bls,2048,128,PKRecon,0,104,37467800,59
bls,2048,128,iCertGen,0,105,19688900,59
bls,2048,128,SKGen,0,105,54800,59
bls,2048,128,PKRecon,0,105,37065200,59
bls,2048,128,iCertGen,0,106,19465200,59
bls,2048,128,SKGen,0,106,57300,59
bls,2048,128,PKRecon,0,106,38484700,59
bls,2048,128,iCertGen,0,107,19670000,59
bls,2048,128,SKGen,0,107,56400,59
bls,2048,128,PKRecon,0,107,37964000,59
bls,2048,128,iCertGen,0,108,19202400,59
bls,2048,128,SKGen,0,108,56500,59
bls,2048,128,PKRecon,0,108,37051200,59
bls,2048,128,iCertGen,0,109,19936400,59
bls,2048,128,SKGen,0,109,56900,59
bls,2048,128,PKRecon,0,109,37866300,59
bls,2048,128,iCertGen,0,110,19892100,59
bls,2048,128,SKGen,0,110,55800,59
bls,2048,128,PKRecon,0,110,37120000,59
bls,2048,128,iCertGen,0,111,20068000,59
bls,2048,128,SKGen,0,111,54800,59
bls,2048,128,PKRecon,0,111,36494500,59
bls,2048,128,iCertGen,0,112,19617900,59
bls,2048,128,SKGen,0,112,57400,59
bls,2048,128,PKRecon,0,112,37104000,59
bls,2048,128,iCertGen,0,113,19798500,59
bls,2048,128,SKGen,0,113,56600,59
bls,2048,128,PKRecon,0,113,37014400,59
bls,2048,128,iCertGen,0,114,20318300,59
bls,2048,128,SKGen,0,114,55400,59
bls,2048,128,PKRecon,0,114,37298700,59
bls,2048,128,iCertGen,0,115,19600400,59
bls,2048,128,SKGen,0,115,57200,59
bls,2048,128,PKRecon,0,115,37859600,59
bls,2048,128,iCertGen,0,116,19578600,59
bls,2048,128,SKGen,0,116,56600,59
bls,2048,128,PKRecon,0,116,37517200,59
bls,2048,128,iCertGen,0,117,19649600,59
bls,2048,128,SKGen,0,117,54400,59
bls,2048,128,PKRecon,0,117,37104900,59
bls,2048,128,iCertGen,0,118,20160800,59
bls,2048,128,SKGen,0,118,59400,59
bls,2048,128,PKRecon,0,118,39792700,59
bls,2048,128,iCertGen,0,119,20082400,59
bls,2048,128,SKGen,0,119,54000,59
bls,2048,128,PKRecon,0,119,35508500,59
bls,2048,128,iCertGen,0,120,19741800,59
bls,2048,128,SKGen,0,120,57500,59
bls,2048,128,PKRecon,0,120,38853200,59
bls,2048,128,iCertGen,0,121,20048200,59
bls,2048,128,SKGen,0,121,56400,59
bls,2048,128,PKRecon,0,121,37379000,59
bls,2048,128,iCertGen,0,122,26468200,59
bls,2048,128,SKGen,0,122,54900,59
bls,2048,128,PKRecon,0,122,37212200,59
bls,2048,128,iCertGen,0,123,19397200,59
bls,2048,128,SKGen,0,123,59100,59
bls,2048,128,PKRecon,0,123,38425100,59
bls,2048,128,iCertGen,0,124,20158600,59
bls,2048,128,SKGen,0,124,58700,59
bls,2048,128,PKRecon,0,124,41356600,59
bls,2048,128,iCertGen,0,125,20253300,59
bls,2048,128,SKGen,0,125,58000,59
bls,2048,128,PKRecon,0,125,37606700,59
bls,2048,128,iCertGen,0,126,20153200,59
bls,2048,128,SKGen,0,126,58300,59
bls,2048,128,PKRecon,0,126,38118900,59
bls,2048,128,iCertGen,0,127,19836000,59
bls,2048,128,SKGen,0,127,58500,59
bls,2048,128,PKRecon,0,127,39433400,59
bls,2048,128,iCertGen,0,128,19381500,59
bls,2048,128,SKGen,0,128,55000,59
bls,2048,128,PKRecon,0,128,37235400,59
bls,2048,128,iCertGen,0,129,19955000,59
bls,2048,128,SKGen,0,129,57900,59
bls,2048,128,PKRecon,0,129,39114800,59
bls,2048,128,iCertGen,0,130,20418000,59
bls,2048,128,SKGen,0,130,56600,59
bls,2048,128,PKRecon,0,130,38300500,59
bls,2048,128,iCertGen,0,131,19417300,59
bls,2048,128,SKGen,0,131,63900,59
bls,2048,128,PKRecon,0,131,38840600,59
bls,2048,128,iCertGen,0,132,19396600,59
bls,2048,128,SKGen,0,132,56800,59
bls,2048,128,PKRecon,0,132,38629100,59
bls,2048,128,iCertGen,0,133,19932400,59
bls,2048,128,SKGen,0,133,57500,59
bls,2048,128,PKRecon,0,133,38197400,59
bls,2048,128,iCertGen,0,134,19716200,59
bls,2048,128,SKGen,0,134,56400,59
bls,2048,128,PKRecon,0,134,35750000,59
bls,2048,128,iCertGen,0,135,20025100,59
bls,2048,128,SKGen,0,135,58300,59
bls,2048,128,PKRecon,0,135,38169600,59
bls,2048,128,iCertGen,0,136,20367700,59
bls,2048,128,SKGen,0,136,55800,59
bls,2048,128,PKRecon,0,136,37012300,59
bls,2048,128,iCertGen,0,137,20433700,59
bls,2048,128,SKGen,0,137,57500,59
bls,2048,128,PKRecon,0,137,37291700,59
bls,2048,128,iCertGen,0,138,19843200,59
bls,2048,128,SKGen,0,138,54400,59
bls,2048,128,PKRecon,0,138,37070100,59
bls,2048,128,iCertGen,0,139,19637000,59
bls,2048,128,SKGen,0,139,58300,59
bls,2048,128,PKRecon,0,139,39209800,59
bls,2048,128,iCertGen,0,140,19903400,59
bls,2048,128,SKGen,0,140,56300,59
bls,2048,128,PKRecon,0,140,35520700,59
bls,2048,128,iCertGen,0,141,19291800,59
bls,2048,128,SKGen,0,141,56100,59
bls,2048,128,PKRecon,0,141,38379600,59
bls,2048,128,iCertGen,0,142,19110100,59
bls,2048,128,SKGen,0,142,55200,59
bls,2048,128,PKRecon,0,142,37595700,59
bls,2048,128,iCertGen,0,143,19279500,59
bls,2048,128,SKGen,0,143,55400,59
bls,2048,128,PKRecon,0,143,38754200,59
bls,2048,128,iCertGen,0,144,20071300,59
bls,2048,128,SKGen,0,144,57700,59
bls,2048,128,PKRecon,0,144,38791600,59
bls,2048,128,iCertGen,0,145,20496500,59
bls,2048,128,SKGen,0,145,56500,59
bls,2048,128,PKRecon,0,145,37270900,59
bls,2048,128,iCertGen,0,146,19838000,59
bls,2048,128,SKGen,0,146,54200,59
bls,2048,128,PKRecon,0,146,35659000,59
bls,2048,128,iCertGen,0,147,19361200,59
bls,2048,128,SKGen,0,147,58800,59
bls,2048,128,PKRecon,0,147,39349500,59
bls,2048,128,iCertGen,0,148,19882600,59
bls,2048,128,SKGen,0,148,57500,59
bls,2048,128,PKRecon,0,148,36163700,59
bls,2048,128,iCertGen,0,149,19877600,59
bls,2048,128,SKGen,0,149,54000,59
bls,2048,128,PKRecon,0,149,36005100,59
bls,2048,128,iCertGen,0,150,20107200,59
bls,2048,128,SKGen,0,150,59600,59
bls,2048,128,PKRecon,0,150,37897900,59
bls,2048,128,iCertGen,0,151,20188600,59
bls,2048,128,SKGen,0,151,59600,59
bls,2048,128,PKRecon,0,151,37480800,59
bls,2048,128,iCertGen,0,152,20248200,59
bls,2048,128,SKGen,0,152,56000,59
bls,2048,128,PKRecon,0,152,38012200,59
bls,2048,128,iCertGen,0,153,19688600,59
bls,2048,128,SKGen,0,153,56800,59
bls,2048,128,PKRecon,0,153,38312800,59
bls,2048,128,iCertGen,0,154,19588900,59
bls,2048,128,SKGen,0,154,55100,59
bls,2048,128,PKRecon,0,154,37281700,59
bls,2048,128,iCertGen,0,155,19838000,59
bls,2048,128,SKGen,0,155,53900,59
bls,2048,128,PKRecon,0,155,35598500,59
bls,2048,128,iCertGen,0,156,19579700,59
bls,2048,128,SKGen,0,156,58100,59
bls,2048,128,PKRecon,0,156,38321000,59
bls,2048,128,iCertGen,0,157,20092700,59
bls,2048,128,SKGen,0,157,54400,59
bls,2048,128,PKRecon,0,157,35553700,59
bls,2048,128,iCertGen,0,158,19500100,59
bls,2048,128,SKGen,0,158,60700,59
bls,2048,128,PKRecon,0,158,37692900,59
bls,2048,128,iCertGen,0,159,20297300,59
bls,2048,128,SKGen,0,159,55500,59
bls,2048,128,PKRecon,0,159,36528500,59
bls,2048,128,iCertGen,0,160,19528600,59
bls,2048,128,SKGen,0,160,55500,59
bls,2048,128,PKRecon,0,160,36675100,59
bls,2048,128,iCertGen,0,161,19815300,59
bls,2048,128,SKGen,0,161,57900,59
bls,2048,128,PKRecon,0,161,38558800,59
bls,2048,128,iCertGen,0,162,19939100,59
bls,2048,128,SKGen,0,162,59200,59
